0.001,100,0.10439167962663126,0.9983964805718547,0.998363710857502
0.005,100,0.4322572670802499,0.9919824028592734,0.9918420671711328
0.01,100,0.6951206934840978,0.9839648057185467,0.9837429165513231
0.05,100,1.0899691831196048,0.9198240285927337,0.9210658711189178
0.1,100,1.0964316878594287,0.8396480571854674,0.8480099631435913
0.5,100,1.0964608113924048,0.198240285927337,0.475178651948187
1,100,1.0964608113924053,-0.603519428145326,0.5381793944719506
5,100,-1.7619445918655373e+60,4.6069387549369596e+45,-1.5266130384006786e+46
10,100,-2.9123532976001735e+95,9.905939948119972e+80,-7.114265962740708e+81
0.009,130,0.7579533878830118,0.985568325146692,0.9853580440985604
